#SEED: 0.7818306982517242
SAT0,-77.25310610213377,-66.26920232551483,676.2931090949694
SAT1,82.59213383013633,160.07024792955707,464.0719866360761
SAT2,-76.93329560562445,-21.40236719449382,303.167050554046
SAT3,-72.78779157579521,-40.733375008879506,472.3402997297359
SAT4,-74.9159140232473,173.38449294196005,494.69768663262624
SAT5,-58.38758073230852,152.32846498167663,670.7770943244561
SAT6,6.335619265798229,-165.95233750520498,327.10842816399315
SAT7,59.806102625361035,131.55377619199453,398.7460681858382
SAT8,49.75410401350035,106.50106806390409,450.81505970164653
SAT9,32.07216653414797,-113.77751392327424,692.4084364426006
SAT10,19.448350658853087,-157.8886513033107,399.431811684628
SAT11,-4.8180693768699285,124.47659356700444,402.7856387249079
SAT12,-6.301781596475465,138.010335655904,588.4192255595941
SAT13,80.85862580311206,0.8882330665501286,576.7483034996576
SAT14,49.166752739728395,-130.0123591737256,503.3591425557867
SAT15,69.01858334988327,-170.34871503518423,455.6613111074587
SAT16,76.95423298247144,112.2432821351722,492.34589246026906
SAT17,-41.68582902718701,-137.6341550516371,303.3487630864484
SAT18,72.57150486852623,-122.71042247763768,628.2457989898769
SAT19,-24.956733967478016,-179.27665957276233,413.8987033121888
ROUTE,-77.16178355170196,128.55211816855564,54.34913824939267,-112.32791842764607
